signal_date,from_symbol,from_name,to_symbol,to_name,reason,selection_reason,rank_1_symbol
2025-05-30,513100,纳指ETF国泰,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-06-03,980081.CNI,国证价值100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-06-13,513100,纳指ETF国泰,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-06-25,399439.SZ,国证石油天然气指数,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-07-14,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2025-07-15,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2025-09-08,980080.CN,国证成长100指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2025-10-28,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-11-10,399439.SZ,国证石油天然气指数,980081.CNI,国证价值100指数,risk_to_risk_rotation,top_ranked_risk_asset,980081.CNI
2025-11-18,980081.CNI,国证价值100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2025-11-21,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2025-12-01,511880,银华日利ETF,159934,黄金ETF易方达,defensive_to_risk_reentry,top_ranked_risk_asset,159934
2025-12-11,159934,黄金ETF易方达,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-01-21,980080.CN,国证成长100指数,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2026-01-28,399439.SZ,国证石油天然气指数,159934,黄金ETF易方达,risk_to_risk_rotation,top_ranked_risk_asset,159934
2026-02-02,159934,黄金ETF易方达,399439.SZ,国证石油天然气指数,risk_to_risk_rotation,top_ranked_risk_asset,399439.SZ
2026-02-13,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-02-24,511880,银华日利ETF,399439.SZ,国证石油天然气指数,defensive_to_risk_reentry,top_ranked_risk_asset,399439.SZ
2026-03-16,399439.SZ,国证石油天然气指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-03-18,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2026-03-19,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
2026-04-09,511880,银华日利ETF,980080.CN,国证成长100指数,defensive_to_risk_reentry,top_ranked_risk_asset,980080.CN
2026-05-21,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-05-22,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-05-27,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-05-28,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-06-01,980080.CN,国证成长100指数,513100,纳指ETF国泰,risk_to_risk_rotation,top_ranked_risk_asset,513100
2026-06-05,513100,纳指ETF国泰,980080.CN,国证成长100指数,risk_to_risk_rotation,top_ranked_risk_asset,980080.CN
2026-06-08,980080.CN,国证成长100指数,511880,银华日利ETF,risk_to_defensive_fallback,fallback_defensive_asset,
